# Title

"options.assignment.crewmate" : "船员角色"
"options.assignment.impostor" : "冒名顶替者角色"
"options.assignment.neutral" : "中立角色"
"options.assignment.unlimited" : "无限制"
"options.assignment.assignOpToHost" : "将操作分配给主机"
"options.assignment.ghostAssignmentMethod" : "幽灵任务模式"
"options.assignment.ghostAssignmentMethod.normal" : "正常"
"options.assignment.ghostAssignmentMethod.thrilling" : "激动人心"

"options.soloFreePlay" : "单人自由游戏选项"
"options.soloFreePlay.detail" : "关于假人"
"options.soloFreePlay.numOfDummies" : "傻瓜数量"

"options.map" : "地图选项"
"options.map.detail" : "关于生成模式，决定玩家一开始生成的位置"
"options.map.spawnMethod" : "生成模式"
"options.map.spawnMethod.default" : "默认"
"options.map.spawnMethod.selective" : "选择性"
"options.map.spawnMethod.random" : "随机"
"options.map.spawnCandidates" : "生成候选人"
"options.map.spawnCandidatesFilter" : "生成候选人筛选器"
"options.map.silentVents" : "静音通风口"
"options.map.canOpenMapWhileUsingUtility" : "使用实用程序时可以打开地图"
"options.map.randomizedWiring" : "随机布线"
"options.map.stepsOfWiringGame" : "连线游戏的步骤"
"options.map.ladderCoolDown" : "梯子冷却"
"options.map.ziplineCoolDown" : "拉链冷却"
"options.map.customization" : "地图定制"
"options.map.customization.skeld.useAdmin" : "管理控制台"
"options.map.customization.skeld.cafeVent" : "额外通风口（自助餐厅）"
"options.map.customization.skeld.storageVent" : "额外通风口（储存）"
"options.map.customization.skeld.reactorDuration" : "反应堆持续时间"
"options.map.customization.skeld.lifeSupportDuration" : "O2持续时间"
"options.map.customization.mira.useAdmin" : "管理控制台"
"options.map.customization.mira.reactorDuration" : "反应堆持续时间"
"options.map.customization.mira.lifeSupportDuration" : "O2持续时间"
"options.map.customization.polus.useAdmin" : "管理控制台"
"options.map.customization.polus.specimenVent" : "额外通风口（标本室）"
"options.map.customization.polus.reactorDuration" : "反应堆持续时间"
"options.map.customization.airship.useCockpitAdmin" : "管理控制台（驾驶舱）"
"options.map.customization.airship.useRecordsAdmin" : "管理控制台（记录）"
"options.map.customization.airship.meetingVent" : "额外通风口（会议室）"
"options.map.customization.airship.electricalVent" : "额外通风口（电气）"
"options.map.customization.airship.oneWayMeetingRoom" : "单向会议室"
"options.map.customization.airship.armoryWiring" : "额外接线控制台（军械库）"
"options.map.customization.airship.vaultWiring" : "额外接线控制台（保险库）"
"options.map.customization.airship.hallwayWiring" : "额外接线控制台（走廊）"
"options.map.customization.airship.medicalWiring" : "额外接线控制台（医疗）"
"options.map.customization.airship.heliDuration" : "直升机持续时间"
"options.map.customization.airship.harderDownload" : "更难的下载任务"
"options.map.customization.airship.betterImpostorVision" : "冒名顶替者可以看到单独的地板"
"options.map.customization.airship.shadedLowerFloor" : "遮阳低地板"
"options.map.customization.fungle.simpleLaboratory" : "简易实验室"
"options.map.customization.fungle.thinFog" : "薄雾"
"options.map.customization.fungle.glowingCampfire" : "燃烧的篝火"
"options.map.customization.fungle.glowingMushroom" : "夜光蘑菇"
"options.map.customization.fungle.quickPaceDoorMinigame" : "快速门迷你游戏"
"options.map.customization.fungle.reactorDuration" : "反应堆持续时间"
"options.map.customization.fungle.blackOutDropship" : "停电控制台（Dropship）"
"options.map.customization.fungle.blackOutJungle" : "停电控制台（丛林）"
"options.map.customization.fungle.blackOutMiningPit" : "停电控制台（矿坑）"

"options.meeting" : "会议选项"
"options.meeting.detail" : "关于会议"
"options.meeting.noticeExtraVictims" : "通知额外受害者"
"options.meeting.deathPenalty" : "死刑"
"options.meeting.numOfMeeting" : "#紧急会议次数"
"options.meeting.emergencyCooldownAtGameStart" : "游戏开始时的紧急会议冷却"
"options.meeting.showRoleOfExiled" : "确认被流放者的角色"
"options.meeting.extraEmergencyCooldownInTheEarly" : "早期额外紧急会议冷却"
"options.meeting.extraEmergencyCooldownInTheEarlyCondition" : "#提前结束需要死亡"
"options.meeting.waitingForHost" : "请稍候。。。"

"options.consoleRestriction" : "控制台限制"
"options.consoleRestriction.detail" : "关于生命体征仪、管理室和摄像头的限制"
"options.consoleRestriction.unlimited" : "无限制"
"options.consoleRestriction.adminRestriction" : "管理室"
"options.consoleRestriction.vitalsRestriction" : "生命体征仪"
"options.consoleRestriction.cameraRestriction" : "安全摄像头和日志"
"options.consoleRestriction.resetRestrictions" : "重置每次会议的限制"
"options.consoleRestriction.showDeadBodiesOnAdmin" : "在管理室界面显示尸体"

"options.voiceChat" : "语音聊天选项"
"options.voiceChat.detail" : "让我们边玩边和附近的玩家聊天！"
"options.voiceChat.useVoiceChat" : "使用语音聊天"
"options.voiceChat.canTalkInWandaringPhase" : "能在Wandaring阶段说话"
"options.voiceChat.wallsBlockAudio" : "墙壁阻挡音频"
"options.voiceChat.killersHearDead" : "杀手听到死亡"
"options.voiceChat.killersHearDead.onlyMyKiller" : "只有杀我的人"
"options.voiceChat.killersHearDead.onlyImpostors" : "只有伪装者"
"options.voiceChat.impostorsRadio" : "冒名顶替者电台"
"options.voiceChat.jackalRadio" : "杰克电台"
"options.voiceChat.loversRadio" : "情侣电台"
"options.voiceChat.affectedByCommsSab" : "受通信破坏影响"
"options.voiceChat.isolateGhostsStrictly" : "严格隔离鬼魂"

"options.role.count" : "角色分配"
"options.role.chance" : "分配机会"
"options.role.secondaryChance" : "第二次机会"
"options.role.count.short" : "任务分配"
"options.modifier.chance" : "分配机会"
"options.role.crewmateCount" : "船员分配"
"options.role.impostorCount" : "冒名顶替者任务"
"options.role.neutralCount" : "中立分配"
"options.role.definiteCount" : "一定地"
"options.role.randomCount" : "随机"
"options.role.maxCount" : "最大分配"
"options.role.maxCount.unlimited" : "无限制"

"options.killCoolDown.type.immediate" : "立即"
"options.killCoolDown.type.relative" : "相对"
"options.killCoolDown.type.ratio" : "比率"

"options.exclusiveAssignment" : "独家派遣"
"options.exclusiveAssignment.detail" : "角色组仅显示"
"options.exclusiveAssignment.category.0" : "类别1"
"options.exclusiveAssignment.category.1" : "类别2"
"options.exclusiveAssignment.category.2" : "类别3"
"options.exclusiveAssignment.category.3" : "第4类"
"options.exclusiveAssignment.category.4" : "第5类"
"options.exclusiveAssignment.category.5" : "第6类"
"options.exclusiveAssignment.category.6" : "类别7"
"options.exclusiveAssignment.category.7" : "第8类"
"options.exclusiveAssignment.category.8" : "第9类"
"options.exclusiveAssignment.category.9" : "第10类"
"options.exclusiveAssignment.edit" : "编辑"

"options.commonSetting" : "常用设置"

# Roles

"role.general.canUseVent" : "可以使用通风口"
"role.general.ventOption" : "通风口选项"
"role.general.ventCoolDown" : "冷却"
"role.general.ventCoolDown.short" : "太酷了！"
"role.general.ventDuration" : "持续时间"
"role.general.ventDuration.short" : "持续时间"
"role.general.ventUses" : "最大使用量"
"role.general.ventUses.short" : "使用"

"role.category.crewmate" : "船员角色"
"role.category.impostor" : "冒名顶替者角色"
"role.category.neutral" : "中立角色"
"role.category.ghost" : "幽灵角色"
"role.category.modifier" : "修饰器"

# Complex Roles

"options.role.guesser.numOfGuess" : "#猜测次数"
"options.role.guesser.numOfGuessPerMeeting" : "#每次会议猜测次数"
"options.role.guesser.canCallEmergencyMeeting" : "可以召开紧急会议"
"options.role.guesser.leftGuess" : "剩余猜测次数"
"options.role.guesser.guessableFilter" : "可猜测过滤器"
"role.guesser.guessableFilter" : "可猜测过滤器"
"role.guesser.leftGuess" : "剩余猜测次数"
"options.role.guesser.detail" : "赌徒可以通过猜测角色来射击会议中的玩家<br>如果猜测错误，猜测者就会死亡。<br>搏一搏，单车变摩托"

"options.role.trapper.placeCoolDown" : "放置冷却装置"
"options.role.trapper.placeDuration" : "地点持续时间"
"options.role.trapper.numOfCharges" : "收费数量"
"options.role.trapper.speedTrapSize" : "速度陷阱大小"
"options.role.trapper.accelRate" : "加速率"
"options.role.trapper.decelRate" : "减速率"
"options.role.trapper.speedDuration" : "加速/减速持续时间"

# Common Roles

"options.role.modifierFilter" : "修饰器筛选器"
"options.role.ghostRoleFilter" : "鬼魂角色筛选器"

# Crewmate Roles

"role.crewmate.name" : "船员"
"role.crewmate.short" : "C"
"role.crewmate.blurb" : "很不幸你没有职业"
"options.role.crewmate.detail" : "没有特殊能力的船员。<br>一般路过Level0"

"role.agent.name" : "代理商"
"role.agent.short" : "A."
"role.agent.blurb" : "先天做任务圣体"
"options.role.agent.detail" : "你可以获得额外的任务来覆盖别人未完成的任务。<br>先天做任务圣体"
"options.role.agent.numOfExemptedTasks" : "#豁免任务"
"options.role.agent.numOfExtraTasks" : "#额外任务"
"options.role.agent.suicideIfSomeoneElseCompletesTasksBeforeAgent" : "自杀如果别人在代理商之前完成任务"

"role.bait.name" : "诱饵"
"role.bait.short" : "B"
"role.bait.blurb" : "凶手会立即报告你的尸体"
"options.role.bait.detail" : "凶手会立即报告你的尸体。<br>报告延迟会随机取[报告延迟,报告延迟+报告延迟限制]<br>BOOM!"
"options.role.bait.showKillFlash" : "显示杀死瞬间"
"options.role.bait.reportDelay" : "报告延迟"
"options.role.bait.reportDelayDispersion" : "报告延迟限制"
"options.role.bait.canSeeVentFlash" : "可以看到通风口闪光"

"role.busker.name" : "街头艺人"
"role.busker.short" : "B"
"role.busker.blurb" : "可以伪自杀"
"options.role.busker.detail" : "街头艺人（灵化使）掩盖了他的死亡<br>如果你在规定时间内复活，你的身体将被传送到鬼魂的位置。<br>否则你就死了。"
"options.role.busker.pseudocideCoolDown" : "伪自杀冷却"
"options.role.busker.pseudocideDuration" : "伪自杀持续时间"
"options.role.busker.hidePseudocideFromVitals" : "隐藏假死的身体"

"role.collator.name" : "基因学家"
"role.collator.short" : "C"
"role.collator.blurb" : "比对角色"
"options.role.collator.detail" : "基因学家可以将玩家的角色与收集的样本（在会议上）进行比较。"
"options.role.collator.sampleCoolDown" : "取样冷却"
"options.role.collator.selectiveCollating" : "选择性比对"
"options.role.collator.maxTrials" : "最大试验次数"
"options.role.collator.maxTrialsPerMeeting" : "每次会议的最大试验次数"
"options.role.collator.numOfTubes" : "#试管数"
"options.role.collator.carringOverSamples" : "搬运样品"
"options.role.collator.canTakeDuplicateSample" : "可以采集重复样本"
"options.role.collator.strictClassificationForNeutralRoles" : "对中立角色进行严格分类"
"options.role.collator.madmateIsClassifiedAs" : "疯子被归类为"
"options.role.collator.madmateIsClassifiedAs.impostor" : "冒名顶替者"
"options.role.collator.madmateIsClassifiedAs.crewmate" : "船员"
"role.collator.ui.title" : "样品比对"
"role.collator.ui.target" : "目标："
"role.collator.ui.result" : "结果："
"role.collator.ui.matched" : "匹配"
"role.collator.ui.unmatched" : "不匹配"

"role.comet.name" : "彗星"
"role.comet.short" : "C"
"role.comet.blurb" : "飞起来！"
"options.role.comet.detail" : "你行动迅速而隐秘<br>当你的能力被激活时，你的身体不会被任何人看到。"
"options.role.comet.blazeCoolDown" : "冲刺冷却"
"options.role.comet.blazeSpeed" : "冲刺速度"
"options.role.comet.blazeDuration" : "冲刺持续时间"
"options.role.comet.blazeVisionRate" : "冲刺视觉率"
"options.role.comet.blazeScreenRate" : "屏幕亮度"

"role.doctor.name" : "医生"
"role.doctor.short" : "D"
"role.doctor.blurb" : "他们就这样死了"
"options.role.doctor.detail" : "医生有便携式生命体征仪。<br>做任务可以充电。"
"options.role.doctor.portableVitalsCharge" : "便携式生命体征仪电量"
"options.role.doctor.maxPortableVitalsCharge" : "便携式生命体征仪最大电量"
"options.role.doctor.chargesPerTasks" : "每做一个任务充的电"
"role.doctor.gadgetLeft" : "%SECOND%秒"

"role.echo.name" : "雷达"
"role.echo.short" : "E"
"role.echo.blurb" : "天人合一"
"options.role.echo.detail" : "雷达是一个可以探测玩家的角色"
"options.role.echo.echoCooldown" : "雷达冷却"
"options.role.echo.echoRange" : "雷达范围"

"role.justice.name" : "法官"
"role.justice.short" : "J"
"role.justice.blurb" : "我要看血流成河！"
"options.role.justice.detail" : "法官可以让两个玩家对对碰，<br>并开始一次特别会议。"
"options.role.justice.putJusticeOnTheBalance" : "让法官对对碰"
"options.role.justice.justiceMeetingTime" : "特别会议时间"

"role.madmate.name" : "疯子"
"role.madmate.short" : "Ma"
"role.madmate.blurb" : "你是内鬼！"
"options.role.madmate.detail" : "疯子站在骗子一边<br>阻止队友帮助冒名顶替者获胜。"
"options.role.madmate.canIdentifyImpostors" : "可以识别冒名顶替者"
"options.role.madmate.requiredTasksForIdentifying" : "#识别冒名顶替者需要的任务"
"options.role.madmate.embroilPlayersOnExile" : "使玩家流亡"
"options.role.madmate.limitEmbroiledPlayersToVoters" : "将被流亡的玩家限制在投票者范围内"
"options.role.madmate.canFixLight" : "可以修复灯光"
"options.role.madmate.canFixComms" : "可以修复通信"
"options.role.madmate.hasImpostorVision" : "有伪装者的视野"
"options.role.madmate.canUseVents" : "可以使用通风口"
"options.role.madmate.canMoveInVents" : "可以在通风口内移动"

"role.mayor.name" : "市长"
"role.mayor.short" : "M"
"role.mayor.blurb" : "你有权保留投票"
"options.role.mayor.detail" : "市长可以保留会议投票<br>保留的投票将同时用于其他会议。"
"options.role.mayor.fixedVotes" : "固定投票"
"options.role.mayor.minVote" : "#最低投票数"
"options.role.mayor.maxVote" : "#最大投票数"
"options.role.mayor.maxVotesStock" : "#最大投票数股票"
"options.role.mayor.voteAssignment" : "#会议投票分配"

"role.necromancer.name" : "亡灵巫师"
"role.necromancer.short" : "N"
"role.necromancer.blurb" : "复活吧！我的爱人！"
"options.role.necromancer.detail" : "亡灵巫师可以从死者中复活尸体<br>他们把尸体拖到某个房间进行复活仪式。<br>（死生之律者）"
"options.role.necromancer.reviveCoolDown" : "复活冷却"
"options.role.necromancer.reviveDuration" : "复活仪式持续时间"
"options.role.necromancer.detectedRange" : "检测范围"
"options.role.necromancer.reviveMinRange" : "复活房间最小距离"
"options.role.necromancer.reviveMaxRange" : "复活房间最大距离"
"role.necromancer.phantomMessage" : "请带我去%ROOM%。。。"
"role.necromancer.reviveRange" : "亡灵巫师<color=white>：检测范围</color>"

"role.niceGuesser.name" : "好赌徒"
"role.niceGuesser.short" : "G"
"role.niceGuesser.blurb" : "猜测和射击"
"options.role.niceGuesser.detail" : "赌徒可以通过猜测角色来射击会议中的玩家<br>如果猜测错误，猜测者就会死亡。<br>搏一搏，单车变摩托"

"role.niceTrapper.name" : "好的陷阱师"
"role.niceTrapper.short" : "T"
"role.niceTrapper.blurb" : "放置陷阱并找到冒充者"
"options.role.niceTrapper.detail" : "陷阱放置者设置各种效果的陷阱。"
"options.role.niceTrapper.costOfCommTrap" : "通信陷阱成本"
"options.role.niceTrapper.commTrapSize" : "通讯陷阱尺寸"

"role.noisemaker.name" : "大嗓门"
"role.noisemaker.short" : "N"
"role.noisemaker.blurb" : "啊-我-死-了-"
"options.role.noisemaker.detail" : "大嗓门被杀后会发出警报。<br>awsl"
"options.role.noisemaker.noiseDuration" : "警报持续时间"

"role.phosphorus.name" : "执灯人"
"role.phosphorus.short" : "P"
"role.phosphorus.blurb" : "穿透黑暗"
"options.role.phosphorus.detail" : "执灯人放置的灯可以更好地观察周围的环境。<br>放置的灯在会议后生效，放完提灯可开灯。"
"options.role.phosphorus.numOfLamps" : "灯具数量"
"options.role.phosphorus.placeCoolDown" : "放置冷却"
"options.role.phosphorus.lampCoolDown" : "灯冷却"
"options.role.phosphorus.lampDuration" : "灯持续时间"
"options.role.phosphorus.lampStrength" : "灯具强度"

"role.psychic.name" : "通灵师"
"role.psychic.short" : "P"
"role.psychic.blurb" : "让我看看！"
"options.role.psychic.detail" : "通灵师可以看到尸体的方位<br>还可以获得更多关于尸体的信息（在会议上）。<br>让我看看！"
"options.role.psychic.searchCooldown" : "搜索冷却"
"options.role.psychic.searchDuration" : "搜索持续时间"
"options.role.psychic.message.elapsedTime" : "我大约在%SEC%秒前去世了。。。"
"options.role.psychic.message.killersColor" : "杀我的人的颜色是%COLOR%"
"options.role.psychic.message.killersRole" : "杀我的人的角色是%ROLE%"
"options.role.psychic.message.killerIsDead" : "杀我的人已经死了"
"options.role.psychic.message.myRole" : "我的角色是%ROLE%"
"options.role.psychic.message.myState" : "我一直是%STATE%。。。"
"options.role.psychic.message.inner.darkColor" : "黑暗的"
"options.role.psychic.message.inner.lightColor" : "光"
"options.role.psychic.message.header" : "Sprit消息"

"role.provocateur.name" : "挑衅者"
"role.provocateur.short" : "P"
"role.provocateur.blurb" : "一起去坟墓"
"options.role.provocateur.detail" : "一旦死亡，挑衅者就会牵连凶手。<br>被流放时也能带一个。"
"options.role.provocateur.embroilCoolDown" : "牵连冷却"
"options.role.provocateur.embroilAdditionalCoolDown" : "牵连额外冷却"
"options.role.provocateur.embroilDuration" : "牵连持续时间"

"role.seer.name" : "先知"
"role.seer.short" : "S"
"role.seer.blurb" : "你会看到玩家死亡"
"options.role.seer.detail" : "先知可以看到鬼魂，找出受害者的死亡地点。"
"options.role.seer.ghostDuration" : "幽灵的持续时间（指死后原地生成的幽灵）"
"options.role.seer.canSeeGhostsInShadow" : "可以在阴影中看到鬼魂"

"role.sheriff.name" : "警长"
"role.sheriff.short" : "S"
"role.sheriff.blurb" : "时间差不多咯~"
"options.role.sheriff.detail" : "警长有权杀害其他成员<br>试图杀死船员将会死亡。"
"options.role.sheriff.canKillMadmate" : "可以杀死疯子"
"options.role.sheriff.canKillLovers" : "可以杀死恋人"
"options.role.sheriff.killCoolDown" : "击杀冷却"
"options.role.sheriff.numOfShots" : "射击次数"
"options.role.sheriff.canKillHidingPlayer" : "可以杀死隐藏玩家"
"options.role.sheriff.sealAbilityUntilReportingDeadBodies" : "在报告尸体之前的密封能力"

"role.ubiquitous.name" : "飞手"
"role.ubiquitous.short" : "U"
"role.ubiquitous.blurb" : "无人机操作者"
"options.role.ubiquitous.detail" : "飞手可以操作无人机。<br>会议后，使用过的无人机将在地图上显示附近玩家的位置。"
"options.role.ubiquitous.microphoneRadious" : "麦克风收音机"
"options.role.ubiquitous.droneCoolDown" : "无人机冷却"
"options.role.ubiquitous.droneDuration" : "无人机持续时间"
"options.role.ubiquitous.detectionRadious" : "放射性探测"
"options.role.ubiquitous.doorHackCoolDown" : "撬门冷却"
"options.role.ubiquitous.doorHackRadious" : "撬门收音机"
"role.ubiquitous.droneRange" : "飞手<color=white>：无人机探测无线电</color>"

# Impostor Roles

"role.impostor.name" : "冒名顶替者"
"role.impostor.short" : "I"
"role.impostor.blurb" : "很遗憾你没职业"
"options.role.impostor.detail" : "没有特殊能力的骗子。"
"options.role.impostor.canKillHidingPlayer" : "可以杀死隐藏玩家"

"role.alien.name" : "外星人"
"role.alien.short" : "A"
"role.alien.blurb" : "超越智力的存在"
"options.role.alien.detail" : "外星人操纵管理室和生命体征仪的信息，导致混淆。<br>电磁干扰是阻止信息更新。<br>屏蔽是针对某个人。"
"options.role.alien.emiCoolDown" : "电磁干扰冷却"
"options.role.alien.emiDuration" : "电磁干扰持续时间"
"options.role.alien.invalidateCoolDown" : "屏蔽冷却"
"options.role.alien.numOfInvalidations" : "屏蔽次数"

"role.berserker.name" : "狂战士"
"role.berserker.short" : "Be"
"role.berserker.blurb" : "「干掉他们，Berserker！」"
"options.role.berserker.detail" : "你被强化了，快送！<br>狂战士是一个冒名顶替者，他暴露了自己的真实身份并获得了力量。<br>注意狂暴模式下屏幕会随杀戮变灰，无法分辨人物。"
"options.role.berserker.killCooldown" : "击杀冷却"
"options.role.berserker.accelRate" : "速度"
"options.role.berserker.canCalmDown" : "可以冷静下来"
"options.role.berserker.berserkCooldown" : "狂暴冷却"
"options.role.berserker.maxBerserkDuration" : "最大狂暴持续时间"
"options.role.berserker.killingForTrance" : "屏幕完全变灰所需杀戮个数"
"options.role.berserker.bersekSEStrength" : "狂暴音量距离"

"role.bountyHunter.name" : "赏金猎人"
"role.bountyHunter.short" : "B"
"role.bountyHunter.blurb" : "一枪爱死你"
"options.role.bountyHunter.detail" : "赏金猎人可以获得特殊的冷却时间。<br>如果他杀了非目标，他将获得惩罚冷却。"
"options.role.bountyHunter.bountyKillCoolDown" : "赏金杀戮冷却"
"options.role.bountyHunter.othersKillCoolDown" : "杀死其他人的冷却"
"options.role.bountyHunter.changeBountyInterval" : "更改赏金间隔时间"
"options.role.bountyHunter.showBountyArrow" : "显示赏金箭头"
"options.role.bountyHunter.arrowUpdateInterval" : "箭头更新间隔时间"

"role.camouflager.name" : "迷彩服"
"role.camouflager.short" : "Ca"
"role.camouflager.blurb" : "谁杀了我？我又杀了谁？"
"options.role.camouflager.detail" : "伪装可以防止玩家相互识别。<br>把所有玩家变成小黑人。"
"options.role.camouflager.camoCoolDown" : "伪装冷却"
"options.role.camouflager.camoDuration" : "伪装持续时间"
"options.role.camouflager.canInvokeCamoAfterDeath" : "死后可以使用伪装"

"role.cannon.name" : "大炮"
"role.cannon.short" : "C"
"role.cannon.blurb" : "我标记了一处地点"
"options.role.cannon.detail" : "大炮标记了一处地点，然后放炮。<br>二营长把我意大利炮拉上来！"
"options.role.cannon.markCooldown" : "标记冷却"
"options.role.cannon.numOfMarks" : "#标记可以同时放置"
"options.role.cannon.cannonCooldown" : "大炮冷却"
"options.role.cannon.cannonPower" : "大炮力量"
